类别,书名,作者,价格,出版社,商家,简介
古代言情青春文学,喜盈门（全二册）（情话有千百种，心意却只有一种。风骚小公子&霉运世家女起点白金榜首作者意千重笔下顽劣的爱情。全新独家番外,意千重/记忆坊出品/有容书邦/发行,41.20,北方文艺出版社,自营,★推荐理由1：风骚少年郎 霉运世家女=欢喜冤家 他长相招摇、家资万贯，还背着眠花宿柳的恶名； 她命里带煞，被众人远离，但不甘向命运低头。 他们彼此嫌弃，又惺惺相惜 一对被世俗误读的欢喜冤家，一场改写命运的家族情仇 ★推荐理由2：富二代也搞不定的事 知根知底、金光闪闪的 富二代 她都不要，说是人长得太好看又太富有的，很是不可靠。他倒觉得只有自己配得上她。作为能带得出厅堂（人前乖顺贤淑品行好），镇得住内宅（人后机灵腹黑会演戏）的女人，一定是他 复仇 的**同盟人选！ ★推荐理由3：古言中难得一见的亲切后妈 连美好的童话故事中，白雪公主都有一个恶毒的后妈，古代言情小说中厮杀凶狠的内宅里，要争宠护子的后妈更是不容小觑。本作中倒是出现了古言中难得一见的明事理、辩是非、你好我好大
古代言情青春文学,红颜乱·豪华典藏版,朵朵舞,34.30,江苏文艺出版社,自营,九年传奇，珍贵典藏—— 一个敛尽风华的绝代佳人； 一场为夺红颜的朝野之战。 架空言情史上难以超越的**之作，经久不衰的口碑佳品，女生的畅销经典。 女人的美是一种武器，越美的女子越危险，甚至比真刀实剑更可怕。 “我不信命，这世间没有命。如果有，我也让它变成没有。归晚，如有人夺你，我必毁之。” 【随书附赠】知名插画师梅鹿君手绘古风水彩书签 【经典语录】 “世上无人不变，只不过你我站在风口浪尖，变得比较多一些。” ——楼澈 “我*恨你留给我的背影。每次都是你先弃我而去。所以，以后我不会再等你背过身，在这之前，我会先放手。” ——余归晚 “如夫人有困难，林某仍是那个为你拾帕之人。” ——林瑞恩 “本宫天天走这条路，知道这条路来时需要半盏茶的时间，去时需要一盏茶的时间。为什么同一条路，来和去，时间却
古代言情青春文学,不负相思不负君（深宫心计?后妃倾轧?皇权争斗?谋朝篡位?皇室秘闻︱媲美《金枝欲孽》的尔虞我诈，不逊于《甄嬛传》的红颜如花,莫一一/记忆坊出品/有容书邦/发行,41.20,北方文艺出版社,自营,文秀网当家花旦莫一一年度言情巨献 （连载原名《自古祸水出冷宫》） 精彩大结局 独家番外 有风流少年，鲜衣怒马，指点江山，自负天下； 有倾城美人，天香国色，窈窕婀娜，白璧无瑕； 无人能够预料 初见只是一个小宫女的她，会是他稳固皇权的**助力； 初见风流不羁的他，会是与她携手今生的爱人。 世事如此奇妙，本以为永不会有交集的两人， 竟能发展出一段旷古奇缘！
古代言情青春文学,千金记（全二册）记忆坊石头与水古言力作！千金闺秀历尽情劫，破釜沉舟浴火重生，谱写一段俗世红颜旷世恋！内含两篇独家番外,石头与水,41.20,北方文艺出版社,自营,才情女作家石头与水古言力作！ 千金闺秀历尽情劫，破釜沉舟浴火重生，谱写一段俗世红颜旷世恋！ 内含两篇独家番外 《儿女都是债》《人生何处不相逢》 —————————————————————— ★推荐理由1：古典浪漫主义代表作 清新治愈系古言 《千金记》是市场上难得一见的清新派古代言情，作者借鉴《红楼梦》的描写手法，真实描写了古代官宦之家的生活细节，衣食住行处处考究细腻，还原一幅古代世间百相图。 ★推荐理由2：不落俗套的人物设定与出人意料的情节设置 从小到大顺风顺水的官家小姐宋嘉言，感情之路却充满荆棘，在经历了三段无疾而终的感情之后，她决定对命运发起反抗，自己的未来由自己决定。宋嘉言豁达的人生态度，让她缕缕化险为夷，让读者为之动容。
古代言情青春文学,云鬓花颜之风华医女(上、下册）（虐情天后寂月皎皎暖爱回归大作！一幅关于抉择与记认的江山长卷。附赠：独家番外+精美彩插+收,寂月皎皎,41.20,青岛出版社,自营,他在杏花吹雪季候耐心修补她残破的世界和世界中动荡的风雨声，悉心包扎人世留给她的伤口与所有来不及实现的念想。 她为他布置的章节浩浩汤汤，令他此后的生命凝炼成那个**的名字，不可提及，不可触碰，触碰即为罪，为妄念，为虚空。 ——古言书评人 莲涧雨 精彩同类作品推荐： 女子倾城：《妃子血》、《改尽江山旧》、《婀娜传说》、《美人天下》、《公主大福》、《江山如画》、《后宫·薄欢凉色》、《碧霄九重春意妩》、《烟娇百媚》、《拒做帝妃》、《青瞳之大出天下》、《青瞳之大争天下》、《大宫·玉兰曲》、《薄媚·恋香衾》等。
古代言情青春文学,浮图塔,尤四姐,34.50,江苏文艺出版社,自营,人世间有百媚千红，唯独你是我情之所钟。 没有温暖的心，却有世上*动人的眼睛。 你是恶鬼，也是佛陀。 古言当红作家尤四姐，以笔当歌，再叹宫廷爱恨情仇。 他，是权倾朝野的掌印督主，忍辱负重，绝代风华。 她，是本应殉葬的柔弱才人，茕茕孑立，形单影只。 波波折折，只为*惊心动魄相遇！ *美厂花肖铎PK银幕美男雨化田！2015，这个夏天，我和厂花有个约会！！！ 这世上*美不过灯火阑珊处，佳人戴盔帽，着胄甲，落拓不羁，与他并肩而立。
古代言情青春文学,喜盈门 完美结局篇（全二册）（面具戴久了，摘下时就许出了真心。风骚小公子&霉运世家女起点白金榜首作者意千重笔下顽劣的爱情,意千重/记忆坊出品/有容书邦/发行,41.20,北方文艺出版社,自营,★推荐理由1：风骚少年郎 霉运世家女=欢喜冤家 他过着锦衣玉食的富贵日子，却隐藏着孤独冷漠的心 她是千锤百炼的金刚不屈心，但得拘着本性如履薄冰 面具戴久了，摘下的一刻就许出了真心 ★推荐理由2：【大结局】蓄谋已久的复仇，厚积薄发之举 他等这一刻，等了太久，久到恩怨已蚀骨。 心甘情愿顶着花花公子、纨绔子弟的恶名； 心甘情愿冒着生命危险与仇人强颜欢笑； 心甘情愿离开混得风生水起的京城，回归故里。 只为这一刻的坦荡从容，不再虚以委蛇。 舍掉的那么多，得到的能否让他一笑泯恩仇，余生与他在意的人祸福与共？ ★推荐理由3：起点白金大神，品质超越同类作品 读者反馈中，作者意千重成为 所有作品都很好看 的高票数作者，情节紧凑，情深意重。 ★推荐理由4：简体版全新独家
古代言情青春文学,花火系列套装（《楼兰绘梦(上） 》+《楼兰绘梦（下）》+《与卿共浮生》）,Vivibear/云苒,51.60,江苏文艺出版社,自营,《楼兰绘梦（下）》： 人气作家Vivibear出道以来*受肯定古言之一 十万首印上市即断货，《飞魔幻》6年VIP精品之*！ 翻转结局出人意料，二十万粉丝痛哭失声—— 三千年的黄沙岁月，只为了证明我对你的爱 好想有一天，我们生死轮回，再不分开。 《与卿共浮生》： 2013年度读者票选*感人肺腑的帝王之爱TOP1，男主深情堪称古版何以琛，献礼生命中*深刻绵长的爱情，5月浓情推出！
古代言情青春文学,（VIP专享）帝凰（天下归元亲笔签名本，当当独家特供！大陆超人气作家倾情巨献，流芳千世的六国传奇）,天下归元,51.70,江苏文艺出版社,自营,大陆超人气作家天下归元倾情巨献，流芳千世的六国传奇。 宫廷血案，爱恨迷雾，轮回之劫，倾心之恋。 争霸、悬疑、官场、权谋，爱恨、生死、天下、人心，大气磅礴，步步惊心。 作者自序+六国关系表+精美书签+人物档案+独家番外+主题曲+读者互动，超值典藏 浅绿、潇湘冬儿、倾泠月、桩桩、风行烈、月出云、莫言殇 联袂推荐 该小说将现代悬疑破案元素代入古代争霸大背景中。不走普通宫廷路线，主线为悬疑题材，抽丝剥茧，层层深入，在追寻真相的过程中掺杂爱情、争霸、破案、官场风云、战争、权谋权术等多元素，层次丰富，故事悬疑气氛浓厚，包袱不断抛出再层层解开，步步深入引人入胜，人物个性鲜明，各具特色，感情细腻动人，引人落泪。 2011年悦读纪重磅推出“新穿越”小说系列，掀起了一股新穿越小说阅读热潮！新系列小说以其人物的
古代言情青春文学,良婿 完结篇（起点大神柳暗花溟、沐水游联袂诚意推荐！起点白金作者、起点女生网冠军意千重人气华丽大作！独家收录全新番外，看,意千重,55.00,重庆出版社,自营,《良婿完结篇》这套书 ★ 起点白金作者、起点女生网冠军意千重人气华丽大作，继《世婚》《再嫁侯门》后再开古言宅斗大戏； ★ 起点金牌作者沐水游、柳暗花溟诚意联袂推荐作品，**让你欲罢不能，一看到底； ★ 独家收录全新番外，看良婿佳媳的呆萌新生活； ★ 这一场复仇与反复仇的战争，终于接近尾声。仇人或是爱人？选择的时刻来临，爱能否跨越一切？
古代言情青春文学,九重紫（1、2、3）,吱吱,51.70,江苏文艺出版社,自营,起点超人气白金大神吱吱重磅力作！ 千万点击，演绎**东方美的女性励志传奇。 一场意外，搅动命运的棋盘， 阴差阳错，她与他携手良缘。 任前路波橘云诡，执子之手，便是满世繁花。 ★起点白金大神重磅力作，千万点击，百万推荐。 起点女生网超人气白金大神吱吱宅斗力作，点击过千万，推荐过百万，好评率高达9.7分，精彩不容错过。 ★古言大神联袂推荐 柳暗花溟、云霓、粉笔琴倾情推荐，重生宅斗经典之作。 ★随书附赠限量版作者亲笔签名精美海报。
古代言情青春文学,废弃皇妃（上、下册）（当当独家签名版）,满城烟火,44.80,东方出版社,自营,网络总点击量超过3亿！ 人气作家满城烟火继《失宠王妃》后倾情打造的又一**新作！ *痴情缠绵的深宫大戏，上演另一时空的《甄传》！ 他孤独、寂寞、多疑，从少年起便步步为营，将朝政大权悄然收归囊中。 他视女人为软弱、自私、愚蠢的动物，却终被她俘虏，甘之若饴做着“妻奴”。 她本为一国公主，却在还是一个婴儿时便被劫持，却被遗落山林，成为国颜家精心培养的棋子。 她聪慧、果敢、独立，渴望亲情，向往金丝笼外自由的天空。因此她甘居冷宫，与他订立盟约，只要完成他交给的任务，便可出宫…… 只是，他爱上了她，她亦爱上了他…… 当用情至深，被无情利用，当她为爱葬身万丈深渊，千疮百孔的爱是否还能挽回？ 男主箴言：不管在外边多威风，进了屋，就要学会做个好妻奴，这样才能永保幸福。
古代言情青春文学,南朝春（上、中、下）（超人气作家林家成“魏晋风情”系列殿堂级华丽古风，一个是音容兼美的盖世枭雄，一个是身份卑微的绝色倾城,林家成,46.90,江苏文艺出版社,自营,推荐1：起点女频当家作者林家成“魏晋风情”系列殿堂级华丽古风文，重谱“兰陵王”的旷世之恋。该文是林家成“魏晋风情”三部曲的**之作，她用出人意表的情节和独树一帜的语言风格，改写“兰陵王”跌宕传奇的一生。 推荐2：一个是音容兼美的盖世枭雄，一个是身份卑微的绝色倾城。女主角张绮虽重生为庶女，却不卑不亢，步步为营，比“甄嬛”更励志！“兰陵王”音容兼美，骁勇善战，是南北朝时期典型的“高富帅”，比“果郡王”更深情！ 推荐3：这是乱世之中，*畅快淋漓的“女王范儿”养成手册！烽火四起，几番多情辗转；绮丽乱世，美人浴火涅磐。 推荐4：《南朝春》原名：《南朝春色》，在起点女生网连载，总点击破300万，优质长评不断，读者热烈追捧！ 推荐5：魅丽文化心晴坊独家附送三万字番外，赋予主要人物更加精
古代言情青春文学,花火系列套装（《长恨宫（上）》+《长恨宫（下）》+《幽铃缠》）,素衣凝香/杨叛,51.00,江苏文艺出版社,自营,《长恨宫（上）》： 《飞魔幻》《飞言情》两大主流言情杂志联袂推荐 7亿票房新贵《画皮2》小说作者 素衣凝香 执导女性蜕变惊世之作 烈火涅槃，心怀复仇大计 纯真少女摇身变为心机皇妃 一朝统一六宫/对皇后百般折磨/与王爷携手谋国 她甘当他倾覆江山的棋子，她亦是他依附情感的伴侣 你只能和本王一起，看着这个江山彻底倾覆，看着火焰吞噬皇宫，看着人间颠沛流离！ 《 长恨宫（下） 》： 《飞魔幻》《飞言情》两大主流言情杂志联袂推荐 7亿票房新贵《画皮2》小说作者 素衣凝香 执导女性复仇惊世之作 穷极一生之恨，宫闱雪仇 复仇天使冷艳升级蛇蝎帝后 把天真染成娇媚，让痴情变成悲恋 他用他自己的复仇捏合了她的生命，送她直上九重宫阙，登上** 已然走了千山万水，沧海都变成桑田，你我已错过相守的时节，可曾还有相遇的缘分？
古代言情青春文学,民国有佳人（全三册）（当当独家随机赠送精美浴盐！豪门恩怨 复仇 商战 虐恋 阴谋 战火纷飞）,江天雪意/记忆坊出品/有容书邦/发行,60.00,暂无出版商,自营,世上男人，纵是情深似海，在现实和利益面前，大抵都会选择家庭、父母和事业。 世上女人，一旦深陷情潭，却甘愿为了爱情和所爱之人承受一切苦难 在这场没有硝烟的盐业大战和爱情大战中，她用纯真无畏的爱，筑起一道柔软的高墙，为他抵挡她父亲的明枪暗箭；而他用敏感多疑的心，制成一把尖锐锋利的矛，刺向她毫无防备的心口。 然而，再纯洁无瑕的爱情，在残酷的现实与利益面前，也经不起时光的打磨，总是不可避免地走向平庸和世俗。*初的悸动，*后的决裂。十年的痴情终成错付。 民国有佳人，遗世而独立，本书见证了一个女子不朽的传奇。而这个悲情女子，用她曲折和充满传奇的坚韧生命，见证了民国川南盐业的辉煌与落寞。
古代言情青春文学,公主万福（买二赠一）（当当独家金秋特惠！购买畅销作家周梦《公主大福》+《戒风流》，随赠鲜橙作品《和亲公主》）,周梦,58.20,辽宁教育出版社,自营,沉积两年，**之作！畅销书《妃子血》作者周梦**作品！ 三个男子与她宿命纠缠，一场洗礼掺杂了剑和鲜血！ 你说浑人，他言异类，却不知，负才任性错今生。 拈花把酒，笑喜怒痴嗔。多智近妖，多情长情。拔剑风中凌乱，谁解风情？ 叹尘俗不容，恨情深意重，一生纠葛，两世宿缘，三番轮回—— 多智而近妖，多情而长情。千山万水，沧海桑田，我情不变！ 世上花红千万种，惟独她，一袭青衫风华绝代。 一剑天涯落，谁人继芳尘？夕日薄微山月起，氤氲深处匿衩裙。千秋岁，岁千魂…… “悦读纪”畅销古言品牌“女子倾城”系列图书。该系列共分为“红颜篇”、“零花篇”、“欲孽篇”、“芳华篇”等四种类型，即：“红颜纠怨，圆月零花。浮生欲孽，刹那芳华。” “女子倾城”系列共包括：《妃子血》、《一味
古代言情青春文学,非我倾城：王爷要休妃（白金纪念版）,墨舞碧歌,58.80,江苏文艺出版社,自营,苗疆蛊毒?考古奇缘?异界大陆?三世空间?轮回堕爱?生死千年 “三生三世”系小说掌门人墨舞碧歌*经典的作品 《再生缘：我的温柔暴君》姊妹篇——畅销五载?白金纪念?独家典藏 仅以此书奠祭那些爱到不能再爱，伤到不能再伤，放不下却又不能不放下的爱情。 附赠：著名插画师唐卡手绘明信片（限量版）+精美彩插+剧情地图 是谁推开了千年岁月的门？ 转过所有山水，摇动所有经筒，不为超度，只为触摸一个人的指尖…… 后来，我才知道，你才是藏得*深的那个人。 这天下的东西对你来说很简单，想要的夺取，不爱的摧毁—— 取东陵深矿精髓研成针，擢北地珍兽皮毛制成线，仅为成就我的衣襟裳绣。 他们说，这份爱可以叫做倾城…… 这是一杯生死同时的毒酒，这是一场天地所有神佛的赌局； 这是一段三生三世的情缘，这是一个沉寂了数千年的秘密—
古代言情青春文学,11处特工皇妃（白金纪念版）,潇湘冬儿,58.80,江苏文艺出版社,自营,女性特工小说 **人 当红实力派作家潇湘冬儿*经典的代表作 改编电视剧《特工皇妃》即将上映 畅销五载?白金纪念?独家典藏 附赠：著名插画师唐卡手绘明信片（限量版） 唯美彩插 影视书签 精品番外 惊才绝艳的80后神秘女特工来到古代，遭受奴隶制度的极度压迫； 诡异难测的少年奴隶主，初遇信念变迁的星星之火； 善良乐观的燕北世子，突逢家破人亡的滔天灾祸 他们，是否该举起刀剑，并肩杀出一条血路？ 霸业将成，魑魅魍魉却纵横于人性之间。 握在掌心的究竟是家国权柄，还是对方的手指？ 同患难，共悲苦，忍辱求存， 以白骨尸山堆积而成的跌宕乱世，是否真有相濡以沫？ 江山沦陷，利刃倒悬，天地为熔炉， 万物为薪碳，苍生血泪烹煮其间。 千帆过尽，铅华尽洗，谁将与她同路而归？ 一片寒霜雨雪之中，一个风雨飘摇的皇朝帝国，一名穿
古代言情青春文学,金枝玉叶(套装全三册)（当当独家亲笔签名版，限量，先到先得）,灯火阑珊,79.80,金城出版社,自营,暂无简介
古代言情青春文学,云中歌新版套装（全三册）,桐华,75.90,湖南文艺出版社,自营,桐华古言代表作《云中歌》全面升级，全新修订，典藏升级，独家附赠精美剧照。 新版《云中歌》共分三部：《云中歌1：绿罗裙》《云中歌2：浮生梦》《云中歌3：忆流年》，一双珍珠绣鞋，牵扯出两段旷世奇缘，当纯美爱情与诡谲宫廷斗争相遇，有些诺言，却终生不变。
古代言情青春文学,医手遮香（四本套装）,月初明/意千重,75.90,江苏文艺出版社,自营,1、 2014中国网络文学年度好作品评选 佳作奖 作者月初明与青青的悠然、墨舞碧歌、天下归元、丁墨等人同为 2014中国网络文学年度好作品评选 获奖者，本作以不俗的文笔和积极的生活态度获得 2014中国网络文学年度好作品评选 佳作奖。 2、腾讯文学云起书院全渠道力荐作品，读者口碑五星好评★★★★★ 该作在腾讯云起书院连载时曾得到腾讯全渠道推荐，受众面广，宣传力度大，在读者中有极好的口碑。 3、一代女医的成长之路：重生宫斗复仇 一场冤屈，两段人生.世间孤寂也有你护着我，从此再不念生前梦 4、完美大结局，独家收录实体版番外 5、随书附赠著名插画师唐卡精美手绘明信片2张 海报1张
古代言情青春文学,天定风华太史澜系列套装（6册）,天下归元,116.60,江苏文艺出版社,自营,该套装为天下归元天定风华太史阑篇系列套装！讲述了现代女子太史阑身陷异世，搅动皇权，倾覆天下的故事。 冷峻、睥睨、狂傲、永远俯视众生——别以为这是男主，这是她。 美貌、妖孽、腹黑、生如明月珠辉——别以为这是女主，这是他。 横贯长空、惊艳初遇、四面楚歌、破刀而出——这回对了，还是穿越。 破碎皇权、阴谋诡诈、倾灭天下、步步艰危——听起来有点狗血。 横贯长空骂老天，惊艳初遇砸你脸，四面楚歌我高歌，破刀而出戍荒边； 破碎皇权我复原，阴谋诡诈你太闲，倾灭天下掌间刺，步步艰危上云巅。 上风？我去，想死？你来； 男人，我要，想抢？我睡了先！ 【悦读纪】**古言精品： 新典藏系列：《孤城闭·五周年修订典藏版》《重紫·完美典藏版》《凤囚凰·五周年修订典藏版》《吉祥纹莲花楼·完美典藏
古代言情青春文学,掌事（套装全六册）,清枫聆心,172.80,浙江文艺出版社,自营,起点超高点击 人气古言长卷 这世间**的爱情，莫过于你懂我。你给了我选择的自由，而我选择爱你。 人待我诚，我以诚待之。人待我狠，我以狠还之。 继《庶女攻略》后*励志的红颜生存法则 全新增补情节 + 超长独家番外，完美终极典藏 当红插画家 ENO 倾情手绘，单本赠送华丽书签，全套赠送精美海报
